stopdate,stoptime,streetnbr,streetdir,street,Min,sex,race,ethnic,Year of birth,enfaction,rpmainid
 06/16/2018,2338,1499,,BROADWAY/GRANDVIEW AVE,5,M,W,N,1979,N,6986
 06/17/2018,2230,,,,5,M,W,N,1965,N,6987
 06/17/2018,2230,,,,5,F,W,N,1969,N,6988
 06/16/2018,2341,38000,,US HIGHWAY 36,15,F,W,N,1986,Y,6989
 06/17/2018,2230,1236,,CANYON BLVD,5,M,W,N,1969,Y,6990
 06/18/2018,923,,,DIAGONAL HWY/FOOTHILLS PKWY ON RAMP,10,M,W,N,1967,Y,6991
 06/18/2018,905,,,DIAGONAL HWY/INDEPENDENCE RD,10,M,W,N,1971,Y,6992
 06/18/2018,1531,1560,,30TH ST/MARINE ST,10,M,W,H,1999,N,6993
 06/18/2018,1218,,,FOOTHILLS PKWY/ARAPAHOE AVE,10,M,W,N,1989,N,6994
 06/18/2018,825,,,BEAR MT DR/SCRUB OAK CR,8,M,W,N,1954,Y,6995
 06/18/2018,855,,,GREEN CT/BEAR MT DR,5,M,W,N,1966,Y,6996
 06/18/2018,1736,4900,,DIAGONAL HWY,10,M,W,N,2000,Y,6997
 06/12/2018,1821,1799,,BROADWAY/CANYON BLVD,9,M,W,N,1997,Y,6998
 06/18/2018,1200,3800,,DIAGONAL HWY,9,M,B,N,1974,N,6999
 06/18/2018,1155,3900,,DIAGONAL HWY,9,F,W,N,1969,Y,7000
 06/18/2018,1250,3800,,DIAGONAL HWY,8,M,W,N,1993,N,7001
 06/18/2018,1235,3800,,DIAGONAL HWY,8,M,W,N,1993,N,7002
 06/18/2018,1540,400,,CANYON BLVD,8,M,W,N,1993,N,7003
 05/13/2018,2151,2800,,IRIS AVE,5,M,W,N,1996,N,7004
 06/19/2018,1425,,,FOOTHILLS PKWY/PEARL PKWY,15,F,W,H,1995,N,7005
 06/19/2018,1449,,,FOOTHILLS PKWY/PEARL PKWY,15,M,W,N,1977,N,7006
 06/19/2018,1200,,,FOOTHILLS PKWY/ARAPAHOE AVE,5,M,W,N,1935,N,7007
 06/19/2018,1435,1699,,YARMOUTH AVE/17TH ST,15,M,W,H,2002,Y,7008
 06/19/2018,1515,,,14TH ST/YAPOUN AVE,8,M,W,N,1992,Y,7009
 06/18/2018,1330,,,28TH ST/BASELINE RD,7,M,A,N,1997,N,7010
 06/18/2018,1525,38000,,US HIGHWAY 36,7,M,W,H,1973,N,7011
 06/19/2018,934,1155,,13TH ST,10,M,W,N,1986,Y,7012
 06/18/2018,1545,38200,,US HIGHWAY 36,8,M,W,N,1995,Y,7013
 06/18/2018,1835,,,30TH ST/ARAPAHOE AVE,9,F,W,N,1965,N,7014
 06/19/2018,1408,1236,,CANYON BLVD,10,M,B,N,1976,N,7015
 06/19/2018,1419,1200,,CANYON BLVD,10,M,W,N,1984,N,7016
 06/19/2018,1436,1001,,ARAPAHOE AVE,20,M,W,N,1992,N,7017
 06/19/2018,1645,1560,,30TH ST/MARINE ST,5,M,W,N,1965,N,7018
 06/17/2018,2240,4700,,VALMONT RD,5,M,W,H,1963,Y,7019
 06/17/2018,2228,2800,,IRIS AVE,5,M,W,N,1947,N,7020
 06/18/2018,2147,6300,,LOOKOUT RD,5,M,W,N,1993,Y,7021
 06/20/2018,5,2939,,BASELINE RD/CANYON CREEK RD,10,M,W,N,1975,N,7022
 06/18/2018,1655,1100,,PEARL ST,10,F,W,N,1994,N,7023
 06/18/2018,1925,1300,,PEARL ST,10,M,W,N,1975,Y,7024
 06/18/2018,1705,1100,,PEARL ST,10,M,W,N,1982,Y,7025
 06/20/2018,959,1750,,14TH ST,5,M,W,N,1957,N,7026
 06/20/2018,1018,1100 BLK,,S BROADWAY,15,M,W,N,1946,Y,7027
 06/20/2018,1047,1100 BLK,,S BROADWAY,15,F,W,N,2000,N,7028
 06/20/2018,919,,,FOOTHILLS PKWY/47TH ST,10,F,W,N,1986,N,7029
 06/20/2018,935,,,FOOTHILLS PKWY/VALMONT RD,10,M,W,N,1997,Y,7030
 06/20/2018,1020,,,FOOTHILLS PKWY/VALMONT RD,10,F,W,H,1977,N,7031
 06/20/2018,1404,698,,FOOTHILLS PKWY/BASELINE RD,10,F,W,N,1978,N,7032
 06/20/2018,801,,,YARMOUTH AVE/28TH ST,9,F,W,N,1996,Y,7033
 06/20/2018,1555,200 BLK,,FOOTHILLS PKWY,5,M,W,N,1939,N,7034
 06/20/2018,1845,1899,,13TH ST/WALNUT ST,10,F,W,N,1989,Y,7035
 06/21/2018,20,1099,,11TH ST/COLLEGE AVE,5,M,W,N,1996,Y,7036
 06/21/2018,15,,,,10,M,W,N,1988,N,7037
 06/21/2018,30,,,,10,M,W,N,1985,N,7038
 06/21/2018,101,,,FOOTHILLS PKWY/VALMONT RD,40,M,W,N,1973,N,7039
 06/20/2018,2347,800,,CHERRY AVE,20,M,W,H,1996,Y,7040
 06/20/2018,2347,800,,CHERRY AVE,20,F,W,H,1999,N,7041
 06/20/2018,2226,,,200-BLK HWY 157,12,M,W,H,1986,Y,7042
 06/21/2018,136,,,1800-BLK HWY 157,18,M,B,N,1981,N,7043
 06/20/2018,2310,3400,,BLK 19TH,5,M,W,N,1998,Y,7044
 06/21/2018,130,1900,,BROADWAY,5,M,B,N,1990,N,7045
 06/21/2018,839,698,,FOOTHILLS PKWY/BASELINE RD,10,M,W,N,1985,N,7046
 06/21/2018,859,4398,,ARAPAHOE AVE/FOOTHILLS PKWY,10,F,W,N,1962,Y,7047
 06/21/2018,915,698,,FOOTHILLS PKWY/BASELINE RD,10,F,B,N,1994,N,7048
 06/21/2018,1036,,,FOOTHILLS PKWY/PEARL PKWY,15,M,W,N,1946,N,7049
 06/21/2018,1125,,,HWY 36 WB ON RP @ T MESA/TABLE MESA DR,10,F,W,N,1999,Y,7050
 06/21/2018,1150,,,REGENT DR/COLORADO AVE,10,F,B,N,1996,N,7051
 06/21/2018,1300,200 BLK,,FOOTHILLS PKWY,15,M,W,N,1988,N,7052
 06/21/2018,1451,3100,,WALNUT ST,20,F,W,N,1969,N,7053
 06/15/2018,2105,2599,,BROADWAY/NORTH ST,7,F,A,N,1990,Y,7054
 06/21/2018,807,4700,,PEARL ST/47TH ST,10,F,W,N,1990,Y,7055
 06/21/2018,1524,698,,FOOTHILLS PKWY/BASELINE RD,10,M,W,N,1953,Y,7056
 06/21/2018,1555,38800,,US HIGHWAY 36,10,M,W,N,1980,N,7057
 06/21/2018,1514,38800,,US HIGHWAY 36,10,M,W,N,1979,Y,7058
 06/21/2018,1450,,,28TH ST/HWY 36 EB ON RP @ BASELINE WB,10,M,W,H,1987,N,7059
 06/21/2018,1419,100,,CANYON BLVD,10,F,W,N,1991,Y,7060
 06/21/2018,1145,2499,,MAPLETON AVE/FOLSOM ST,10,M,W,N,1991,N,7061
 06/21/2018,1130,2800,,COLORADO AVE,8,F,W,N,1996,Y,7062
 06/21/2018,1140,,,28TH ST/BASELINE RD,6,M,W,N,2000,N,7063
 06/21/2018,1450,38000,,US HIGHWAY 36,8,M,W,N,2000,N,7064
 06/21/2018,1510,38400,,US HIGHWAY 36,5,M,A,N,1985,N,7065
 06/21/2018,1520,975,,28TH FRONTAGE RD/E EUCLID AVE,7,M,W,N,1994,N,7066
 06/21/2018,1540,38900,,US HIGHWAY 36,6,M,B,N,1987,N,7067
 06/21/2018,1553,38400,,US HIGHWAY 36,6,M,W,N,1974,N,7068
 06/21/2018,1555,3000,,MADISON AVE,10,F,W,N,1968,Y,7069
 06/21/2018,1620,4398,,ARAPAHOE AVE/FOOTHILLS PKWY,10,M,W,N,1970,Y,7070
 06/21/2018,1640,4141,,ARAPAHOE AVE,10,M,W,N,1988,Y,7071
 06/21/2018,2038,,,S BROADWAY/TABLE MESA DR,5,M,W,,1984,N,7072
 06/20/2018,1006,,,6TH ST/CANYON BLVD,5,M,W,N,1971,Y,7073
 06/22/2018,220,1299,,EISENHOWER DR/MCKINLEY DR,10,M,W,N,1974,N,7074
 06/22/2018,55,1099,,13TH ST/COLLEGE AVE,15,M,W,N,1960,N,7075
 06/22/2018,3,1700,,14TH ST,5,M,W,N,2001,Y,7076
 06/22/2018,717,2880,,DIAGONAL HWY,15,M,W,N,1966,N,7077
 06/22/2018,733,2880,,DIAGONAL HWY,35,M,W,N,1962,N,7078
 06/22/2018,909,3325,,28TH ST,15,M,W,N,1987,N,7079
 06/22/2018,909,3325,,28TH ST,15,M,W,N,1962,N,7080
 06/22/2018,909,3325,,28TH ST,15,M,W,N,1971,N,7081
 06/22/2018,855,3399,,28TH ST/IRIS AVE,5,M,W,N,1945,N,7082
 06/22/2018,855,3200,,VALMONT,10,F,W,N,1983,Y,7083
 06/22/2018,1155,1949,,LEHIGH ST/GALENA WAY,10,F,W,N,1955,Y,7084
 06/22/2018,1215,1599,,LEHIGH ST/HEIDELBERG DR,10,M,W,N,1986,Y,7085
 06/22/2018,1300,2995,,BASELINE RD,10,F,W,N,1995,Y,7086
 06/22/2018,1315,2900,,BASELINE RD,10,F,W,N,1946,Y,7087
 06/22/2018,1655,2599,,BROADWAY/NORTH ST,5,M,W,,1984,N,7088
 06/22/2018,1715,38000,,US HIGHWAY 36,10,M,W,N,1996,N,7089
 06/22/2018,1412,4998,,BASELINE RD/FOOTHILLS PKWY,10,F,W,N,1941,N,7090
 06/22/2018,1349,4998,,BASELINE RD/FOOTHILLS PKWY,10,M,W,H,1996,Y,7091
 06/22/2018,1322,4998,,BASELINE RD/FOOTHILLS PKWY,10,F,W,N,1948,Y,7092
 06/22/2018,1220,38800,,US HIGHWAY 36,10,M,W,N,2000,N,7093
 06/22/2018,2140,2199,,EDGEWOOD DR/NICHOLL ST,15,F,A,N,1992,Y,7094
 06/22/2018,1700,2700,,IRIS AVE,10,M,W,N,1987,N,7095
 06/22/2018,1700,2700,,IRIS AVE,10,M,W,N,1969,,7096
 06/21/2018,2125,,,28TH ST OFF RAMP/BASELINE RD,10,M,W,N,1968,,7097
 06/22/2018,2200,,,27TH BASELINE,10,F,W,N,2000,,7098
 06/23/2018,27,1199,,13TH ST/PENNSYLVANIA AVE,15,M,W,N,1997,Y,7099
 06/23/2018,223,5000,,PEARL PKWY,15,M,W,H,1994,N,7100
 06/23/2018,223,5000,,PEARL PKWY,15,F,W,N,1991,N,7101
 06/22/2018,2311,1280,,EUCLID AVE,15,M,W,N,1993,N,7102
 06/22/2018,2310,1280,,EUCLID AVE,15,M,W,,0,N,7103
 06/19/2018,1035,1001,,ARAPAHOE AVE,5,M,W,N,1976,N,7104
 06/23/2018,855,699,,22ND ST/BASELINE RD,10,F,W,N,1958,N,7105
 06/23/2018,1220,5450,,WESTERN AVE,5,M,W,N,2002,N,7106
 06/23/2018,745,777,,BROADWAY,10,M,W,N,1996,Y,7107
 06/23/2018,815,599,,BROADWAY/BASELINE RD,10,M,W,N,1991,Y,7108
 06/23/2018,830,383,,BROADWAY/27TH WAY,10,F,W,N,1972,Y,7109
 06/23/2018,850,869,,BROADWAY/REGENT DR,10,M,W,N,1978,Y,7110
 06/23/2018,930,599,,BROADWAY/BASELINE RD,10,F,W,N,1996,N,7111
 06/23/2018,1005,3600,,TABLE MESA DR,10,M,W,N,1994,Y,7112
 06/23/2018,1045,,,HWY 36 WB ON RP @ T MESA/TABLE MESA DR,10,M,W,N,1960,N,7113
 06/23/2018,1110,2795,,COLORADO AVE,10,M,W,N,1964,N,7114
 06/23/2018,1440,2985,,E AURORA AVE,10,F,W,N,1998,Y,7115
 06/23/2018,1536,2800,,FOLSOM ST,5,M,W,N,1988,Y,7116
 06/23/2018,1640,2499,,MAPLETON AVE/FOLSOM ST,10,F,W,N,1964,N,7117
 06/23/2018,1616,2499,,MAPLETON AVE/FOLSOM ST,10,F,W,N,1967,N,7118
 06/23/2018,1545,2249,,FOLSOM ST/PINE | MAPLETON ALLEY,15,M,W,H,1995,N,7119
 06/23/2018,1521,2249,,FOLSOM ST/PINE | MAPLETON ALLEY,10,F,W,N,1990,N,7120
 06/23/2018,1434,,,DIAGONAL HWY/FOOTHILLS PKWY,10,F,W,N,1994,N,7121
 06/23/2018,1114,38800,,US HIGHWAY 36,10,F,W,N,1999,N,7122
 06/23/2018,1054,38200,,US HIGHWAY 36,10,F,W,H,1986,N,7123
 06/23/2018,1412,,,DIAGONAL HWY/FOOTHILLS PKWY,10,M,W,H,1940,N,7124
 06/23/2018,1004,38800,,US HIGHWAY 36,10,M,B,N,1996,N,7125
 06/23/2018,2119,698,,FOOTHILLS PKWY/BASELINE RD,15,M,W,N,1940,N,7126
 06/22/2018,1557,599,,27TH WAY/MOORHEAD AVE,5,F,W,N,1981,Y,7127
 06/23/2018,1600,,,30TH ST/PEARL PKWY,5,M,W,N,1993,Y,7128
 06/18/2018,225,1100,,LAWRY LN,10,M,I,N,1985,N,7129
 06/23/2018,524,1099,,9TH ST/COLLEGE AVE,6,F,A,N,1993,N,7130
 06/23/2018,2241,,,GREENBRIAR BLVD/S BROADWAY,6,M,W,N,1976,N,7131
 06/24/2018,553,1899,,30TH ST/WALNUT ST,15,M,W,N,1994,Y,7132
 06/23/2018,1834,2798,,ARAPAHOE AVE,10,M,W,N,1983,N,7133
 06/23/2018,1834,2798,,ARAPAHOE AVE,20,M,B,N,1960,N,7134
 06/24/2018,1041,,,FOOTHILLS PKWY/BASELINE RD,10,M,W,H,1990,N,7135
 06/24/2018,1109,,,FOOTHILLS PKWY/BASELINE RD,15,F,B,N,1992,Y,7136
 06/24/2018,1147,1699,,BROADWAY/ARAPAHOE AVE,15,F,W,H,1985,N,7137
 06/24/2018,1817,1898,,28TH ST/WALNUT ST,10,F,W,N,1978,Y,7138
 03/23/2018,2202,1899,,30TH ST/WALNUT ST,6,M,A,N,1986,Y,7139
 03/23/2018,2251,,,28TH ST/BROADWAY,8,F,W,N,1963,N,7140
 03/23/2018,2311,5099,,5TH ST/LARAMIE BLVD,6,M,W,N,1972,Y,7141
 03/23/2018,2341,2899,,FOLSOM ST/VALMONT RD,15,F,W,N,1992,Y,7142
 03/23/2018,2359,2899,,FOLSOM ST/VALMONT RD,48,M,W,N,1994,Y,7143
 03/24/2018,302,2799,,13TH ST/BALSAM AVE,7,M,A,N,1980,N,7144
 03/26/2018,7,1601,,28TH ST,9,M,W,N,1983,N,7145
 03/28/2018,718,1800,,28TH ST,9,M,W,N,1965,N,7146
 03/28/2018,745,929,,13TH ST,10,M,W,N,1994,N,7147
 06/25/2018,15,28,,TAFT,10,M,W,N,1966,N,7148
 06/24/2018,100,1100,,UNIVERSITY AVE,5,F,W,N,1996,Y,7149
 06/25/2018,1219,,,US HIGHWAY 36/BASELINE RD,15,M,W,N,1998,N,7150
 06/25/2018,1257,,,US HIGHWAY 36/BASELINE RD,15,M,W,H,1994,N,7151
 06/25/2018,1005,,,HWY 36 WB ON RP @ T MESA/TABLE MESA DR,10,M,W,N,1983,N,7152
 06/25/2018,953,1198,,28TH ST/COLORADO AVE,10,M,W,N,1972,N,7153
 06/25/2018,846,,,DIAGONAL HWY/INDEPENDENCE RD,10,M,W,N,1989,N,7154
 06/25/2018,1345,1799,,BROADWAY/CANYON BLVD,10,M,W,N,1987,N,7155
 06/25/2018,1045,1699,,BROADWAY/ARAPAHOE AVE,60,,,N,1976,,7156
 06/25/2018,815,1604,,ARAPAHOE AVE,10,F,W,N,1993,N,7157
 06/25/2018,815,1604,,ARAPAHOE AVE,10,M,B,N,1993,N,7158
 06/25/2018,1315,1777,,BROADWAY,10,M,W,N,1978,N,7159
 06/25/2018,1415,1777,,BROADWAY,10,M,W,N,1984,N,7160
 06/25/2018,845,,,26TH ST/LINDEN AVE,6,F,W,N,1973,Y,7161
 06/25/2018,1417,,,BASELINE RD/FOOTHILLS PKWY,8,M,W,N,1944,N,7162
 06/25/2018,1515,,,BASELINE RD/FOOTHILLS PKWY,11,F,W,N,1952,Y,7163
 06/25/2018,1600,3399,,30TH ST/IRIS AVE,20,M,W,N,1987,Y,7164
 06/25/2018,1630,698,,FOOTHILLS PKWY/BASELINE RD,15,M,W,N,1976,Y,7165
 06/25/2018,1620,,,22ND ST/CANYON BLVD,10,M,W,H,1995,N,7166
 06/25/2018,1751,,,HOWE CT/PALO PKWY,10,F,W,N,1960,Y,7167
 06/25/2018,1945,2800,,PEARL ST,9,M,W,N,1984,Y,7168
 06/25/2018,2320,3600,,TABLE MESA DR,10,F,W,N,1958,Y,7169
 06/26/2018,805,1899,,QUINCE AVE/19TH ST,11,F,W,N,1990,N,7170
 06/26/2018,824,4039,,19TH ST/QUINCE AVE,11,F,W,N,1997,Y,7171
 06/26/2018,849,1699,,QUINCE AVE/17TH ST,8,F,W,N,1985,Y,7172
 06/26/2018,937,899,,20TH ST/BROADWAY,10,M,W,N,1990,Y,7173
 06/26/2018,902,1899,,6TH ST/CANYON BLVD,10,M,A,N,1979,N,7174
 06/26/2018,832,1899,,6TH ST/CANYON BLVD,10,F,W,N,1990,N,7175
 06/26/2018,820,1899,,6TH ST/CANYON BLVD,0,M,W,N,1983,N,7176
 06/26/2018,811,1899,,6TH ST/CANYON BLVD,10,F,W,N,1983,N,7177
 06/26/2018,926,899,,20TH ST/BROADWAY,10,M,W,N,1975,N,7178
 06/26/2018,937,899,,20TH ST/BROADWAY,10,M,W,N,1988,N,7179
 06/26/2018,954,,,"US HWY 36, MM38",10,F,W,N,1996,Y,7180
 06/26/2018,842,,,"US HWY 36, MM 38",10,M,W,N,1987,Y,7181
 06/25/2018,1221,3200,,PALO PKWY,8,F,W,N,1949,Y,7182
 06/26/2018,1104,,,3800 BLK OF DIAGONAL HWY,9,M,W,N,1999,Y,7183
 06/26/2018,1116,,,3800 BLK OF DIAGONAL HWY,8,M,W,N,1984,Y,7184
 06/26/2018,1130,3800,,DIAGONAL HWY,9,M,W,N,1967,Y,7185
 06/26/2018,1140,3800,,DIAGONAL HWY,8,M,W,N,1962,N,7186
 06/26/2018,1154,3800,,DIAGONAL HWY,9,M,W,N,1991,N,7187
 06/26/2018,1154,3800,,DIAGONAL,8,M,W,N,1991,Y,7188
 06/25/2018,912,2700,,MOORHEAD AVE,8,F,A,,1982,N,7189
 06/26/2018,715,,,30TH ST/PEARL PKWY,5,M,W,H,1965,N,7190
 06/26/2018,738,2398,,30TH ST/MAPLETON AVE,12,F,W,N,1985,Y,7191
 06/26/2018,756,2999,,30TH ST/VALMONT RD,11,F,W,H,1970,N,7192
 06/27/2018,1042,,,29TH ST/ARAPAHOE AVE,5,M,W,N,1963,N,7193
 06/27/2018,1030,1560,,30TH ST/MARINE ST,10,M,W,N,1994,N,7194
 06/27/2018,909,899,,20TH ST/BROADWAY,10,F,W,N,1991,Y,7195
 06/27/2018,823,2999,,34TH ST/VALMONT RD,10,F,W,N,1984,N,7196
 06/27/2018,1115,1399,,BROADWAY/UNIVERSITY AVE,5,M,A,N,1997,N,7197
 06/27/2018,820,3171,,VALMONT RD,10,M,W,H,1997,N,7198
 06/27/2018,910,799,,20TH ST/CASCADE AVE,10,F,W,N,1995,N,7199
 06/27/2018,1030,,,COLORADO AVE/28TH ST,10,M,W,N,1998,N,7200
 06/27/2018,1045,1198,,28TH ST/COLORADO AVE,10,M,W,N,1994,Y,7201
 06/27/2018,1155,1,,BROADWAY/27TH ST,10,M,W,N,1985,Y,7202
 06/27/2018,1155,698,,FOOTHILLS PKWY/BASELINE RD,10,M,B,N,2000,N,7203
 06/27/2018,1142,698,,FOOTHILLS PKWY/BASELINE RD,10,M,W,N,1983,Y,7204
 06/27/2018,1058,,,"US HWY 36, MM38",10,F,W,N,1981,N,7205
 06/27/2018,943,698,,FOOTHILLS PKWY/BASELINE RD,10,M,W,N,1961,Y,7206
 06/27/2018,925,698,,FOOTHILLS PKWY/BASELINE RD,10,M,W,N,1989,Y,7207
 06/27/2018,910,698,,FOOTHILLS PKWY/BASELINE RD,10,F,W,N,1962,N,7208
 06/27/2018,855,698,,FOOTHILLS PKWY/BASELINE RD,10,M,W,N,1982,N,7209
 06/21/2018,1450,699,,11TH ST/BASELINE RD,10,M,W,N,1996,Y,7210
 06/27/2018,1335,1449,,11TH ST/UNIVERSITY | GRANDVIEW ALLEY,5,F,W,N,1997,Y,7211
 06/27/2018,838,,,26TH ST/LINDEN AV,8,M,W,N,1976,Y,7212
 06/27/2018,900,2999,,CENTER GREEN CT/VALMONT RD,10,M,W,N,1988,N,7213
 06/26/2018,1130,,,UNIVERSITY HEIGHTS/COLORADO AVE,7,M,W,N,1972,N,7214
 06/26/2018,1155,,,UNIVERSITY HEIGHTS/COLORADO AVE,6,M,W,N,1987,Y,7215
 06/26/2018,1205,2300,,CANYON BLVD,8,F,W,N,1980,N,7216
 06/27/2018,1508,4800,,BASELINE RD,10,M,W,N,1950,Y,7217
 06/26/2018,1215,2000,,PEARL ST,10,M,W,N,1994,Y,7218
 06/27/2018,1423,900,,FOOTHILLS PKWY,10,M,W,H,1971,Y,7219
 06/27/2018,1148,,,DIAGONAL HWY/FOOTHILLS PKWY,10,M,W,N,1997,N,7220
 06/27/2018,1128,,,DIAGONAL HWY/FOOTHILLS PKWY,10,F,W,N,1977,N,7221
 06/27/2018,1940,1500,,21ST ST/ARAPAHOE AVE,10,F,W,N,1995,Y,7222
 06/27/2018,2045,2198,,28TH ST/PINE ST,8,M,W,N,1965,Y,7223
 06/28/2018,800,3399,,28TH ST/IRIS AVE,15,M,W,N,1969,N,7224
 06/28/2018,924,1100 BLK,,S BROADWAY,15,F,W,N,1995,N,7225
 06/28/2018,925,4790,,8TH ST/LEE HILL DR,5,M,W,N,1962,N,7226
 06/28/2018,905,4899,,4TH ST/LEE HILL DR,10,M,W,N,1992,N,7227
 06/28/2018,1006,1100 BLK,,S BROADWAY,15,M,W,N,1958,N,7228
 06/28/2018,1120,3600,,TABLE MESA,10,F,W,N,1988,Y,7229
 06/28/2018,933,,,"US HWY 36, MM38",10,F,W,N,1998,Y,7230
 06/28/2018,1019,,,28TH ST OFF RAMP/BASELINE RD,10,M,W,N,1990,N,7231
 06/28/2018,1220,,,DIAGONAL HWY/JAY RD,10,F,W,N,1968,N,7232
 06/28/2018,1240,,,DIAGONAL HWY/JAY RD,10,M,W,N,1997,N,7233
 06/28/2018,1310,,,DIAGONAL HWY/INDEPENDANCE,10,M,W,N,1989,N,7234
 06/28/2018,1325,,,DIAGONAL HWY/INDEPENDANCE,10,M,W,N,1962,Y,7235
 06/28/2018,1300,4698,,BASELINE RD/MOHAWK DR,10,F,W,N,1938,Y,7236
 06/28/2018,1408,2999,,MAPLETON AVE/30TH ST,5,F,W,N,1935,Y,7237
 06/28/2018,752,999,,LEE HILL DR/10TH ST,12,F,B,N,1963,N,7238
 06/28/2018,814,999,,LEE HILL DR/10TH ST,10,F,W,N,1986,N,7239
 06/28/2018,1518,698,,FOOTHILLS PKWY/BASELINE RD,10,M,W,N,1990,Y,7240
 06/20/2018,1825,1999,,6TH ST/PEARL ST,0,M,A,N,1999,N,7241
 06/28/2018,1727,,,FOOTHILLS PKWY/ARAPAHOE AVE,10,M,W,N,1975,Y,7242
 06/28/2018,1650,39000,,US HIGHWAY 36,10,F,W,H,2000,N,7243
 06/28/2018,1619,1099,,30TH ST/MADISON AVE,10,M,W,N,1973,Y,7244
 06/28/2018,1606,39000,,US HIGHWAY 36,10,F,W,N,1982,Y,7245
 06/28/2018,1529,,,DIAGONAL HWY/FOOTHILLS PKWY,10,M,W,N,1992,N,7246
 06/28/2018,1509,,,DIAGONAL HWY/FOOTHILLS PKWY,10,F,W,N,1992,Y,7247
 06/28/2018,1311,2499,,MAPLETON AVE/FOLSOM ST,15,F,B,N,1984,N,7248
 06/28/2018,1234,2499,,MAPLETON AVE/FOLSOM ST,10,F,B,N,1977,N,7249
 06/28/2018,1915,1999,,17TH ST/PEARL ST,5,F,W,N,1974,N,7250
 06/28/2018,2100,1799,,BROADWAY/CANYON BLVD,10,M,W,N,1997,Y,7251
 06/28/2018,2135,1206,,17TH ST/HILLSIDE RD,5,M,W,N,1996,,7252
 06/28/2018,2225,2400,,EDGEWOOD DR,4,M,W,N,1987,Y,7253
 06/28/2018,2230,2099,,11TH ST/SPRUCE ST,5,M,W,N,1982,Y,7254
 06/28/2018,2240,1999,,11TH ST/PEARL ST,5,M,W,H,1982,Y,7255
 06/27/2018,1610,1740,,30TH ST,10,M,B,N,1970,N,7256
 06/28/2018,1842,,,13TH/EUCLID,10,M,W,N,1991,N,7257
 06/28/2018,1842,,,13TH/EUCLID,10,M,W,N,1996,N,7258
 06/28/2018,2330,1050,,16TH ST/BROADWAY,5,F,W,N,1992,N,7259
 06/28/2018,1842,999,,13TH ST/EUCLID AVE,20,M,W,N,1988,N,7260
 06/28/2018,1830,999,,13TH ST/EUCLID AVE,20,M,W,N,1994,N,7261
 03/30/2018,817,1100,,13TH ST,7,M,W,N,1994,N,7262
 06/29/2018,30,1200,,FOLSOM ST/COLORADO AVE,5,M,W,N,1992,Y,7263
 06/29/2018,55,999,,16TH ST/EUCLID AVE,15,M,W,N,1979,N,7264
 06/29/2018,150,,,22ND ST/,5,M,W,N,1970,Y,7265
 06/29/2018,223,1099,,13TH ST | 14TH ST ALLEY/COLLEGE AVE,10,M,W,N,1993,Y,7266
 06/28/2018,2315,2900,,BASELINE RD,5,F,W,H,1996,Y,7267
 06/29/2018,103,1600,,28TH ST,10,F,W,N,1996,Y,7268
 06/28/2018,2330,5099,,VALMONT RD/AIRPORT RD,5,M,W,H,2000,Y,7269
 06/29/2018,241,515,,MANHATTAN DR,15,F,W,N,1984,Y,7270
 06/29/2018,905,2100,,CANYON BLVD,5,M,W,N,1983,N,7271
 06/29/2018,1346,3540,,BROADWAY,15,F,W,N,1986,Y,7272
 06/29/2018,1135,3532,,DIAGONAL HWY,10,M,W,H,1992,Y,7273
 06/29/2018,1150,3532,,DIAGONAL HWY,10,F,W,N,1999,N,7274
 06/29/2018,1250,3532,,DIAGONAL HWY,10,M,W,N,1983,N,7275
 06/29/2018,1300,3532,,DIAGONAL HWY,10,M,W,N,1953,N,7276
 06/29/2018,1125,,,FOOTHILLS PKWY/ARAPAHOE AVE,10,M,W,N,1991,N,7277
 06/29/2018,1810,999,,17TH ST/BROADWAY,0,M,W,N,1995,N,7278
 06/29/2018,1425,1499,,17TH ST/ARAPAHOE AVE,10,M,W,N,1997,Y,7279
 06/29/2018,1246,1499,,17TH ST/ARAPAHOE AVE,10,M,W,N,1997,Y,7280
 06/29/2018,1213,1499,,17TH ST/ARAPAHOE AVE,10,M,W,N,1996,N,7281
 06/29/2018,1156,1499,,17TH ST/ARAPAHOE AVE,10,F,W,N,1993,N,7282
 06/29/2018,1118,1499,,17TH ST/ARAPAHOE AVE,10,M,W,N,1965,N,7283
 06/29/2018,1101,1499,,17TH ST/ARAPAHOE AVE,10,M,W,N,1956,N,7284
 06/29/2018,1817,1899,,30TH ST/WALNUT ST,10,M,W,N,1974,N,7285
 06/29/2018,1805,3100,,PEARL PKWY,10,F,W,N,1964,Y,7286
 06/29/2018,1410,1499,,17TH ST/ARAPAHOE AVE,10,F,W,N,1987,N,7287
 06/29/2018,1320,1499,,17TH ST/ARAPAHOE AVE,10,M,W,N,1995,Y,7288
 06/29/2018,1302,1499,,17TH ST/ARAPAHOE AVE,10,F,W,N,1961,Y,7289
 06/29/2018,1907,,,13TH ST/CANYON BLVD,15,M,B,N,1961,N,7290
 06/29/2018,2040,1999,,17TH ST/PEARL ST,5,M,W,N,1945,Y,7291
 06/29/2018,2000,1207,,13TH STREET,15,M,W,N,1998,Y,7292
 06/29/2018,2000,,,13TH STREET,15,M,W,N,1998,Y,7293
 06/29/2018,2335,1599,,BROADWAY/MARINE ST,20,F,W,N,1971,N,7294
 06/29/2018,2143,1600,,28TH ST,15,M,W,N,1985,N,7295
